age,gender,category,amount,transaction_hour,days_since_last_txn,is_foreign_country,fraud
62,F,food,24.86,15,14,0,0
58,F,fuel,39.1,14,6,0,0
54,M,health,72.12,15,10,0,0
29,F,grocery,25.17,16,1,0,0
38,M,entertainment,13.78,11,6,0,0
53,F,online,13.42,10,18,0,0
40,F,health,331.1,12,51,0,0
20,M,electronics,100.13,6,0,0,0
45,M,travel,39.26,16,0,0,0
35,M,food,127.88,6,3,0,0
30,M,grocery,164.16,12,6,0,0
49,F,grocery,19.69,18,3,0,0
31,F,entertainment,56.11,15,0,1,0
58,M,food,32.56,6,23,0,0
61,F,travel,59.2,9,11,0,0
63,M,grocery,10.01,9,3,0,0
63,M,food,46.57,12,12,0,0
59,F,health,529.79,11,7,0,0
44,M,fuel,61.43,18,4,0,0
75,M,food,78.43,23,8,0,0
25,F,grocery,102.69,21,4,0,0
38,M,grocery,82.96,15,0,0,0
73,F,entertainment,60.55,17,0,0,0
74,M,health,68.96,15,3,0,0
70,F,online,72.59,18,2,0,0
33,M,travel,54.42,9,16,0,0
57,F,health,168.43,11,0,0,0
59,M,clothing,42.48,13,7,0,0
37,F,grocery,40.68,10,4,0,0
66,F,health,120.45,17,0,0,0
30,F,food,5.19,16,2,0,0
34,F,electronics,16.97,12,9,0,0
20,M,online,22.89,14,1,0,0
26,F,health,20.62,10,3,0,0
60,M,entertainment,84.13,13,4,0,0
77,M,fuel,88.0,20,1,0,0
52,F,clothing,14.48,9,11,0,0
53,M,travel,73.6,13,0,0,0
43,M,food,13.98,9,6,0,0
62,F,food,53.07,19,5,0,0
73,M,entertainment,88.38,0,4,0,0
71,M,online,90.37,9,1,0,0
67,F,food,109.9,20,1,0,0
18,M,food,40.16,13,3,0,0
65,F,atm,5.21,7,5,1,0
58,F,fuel,52.03,8,3,0,0
77,M,online,111.85,14,6,0,0
35,M,grocery,63.68,19,8,0,0
62,M,food,90.38,11,1,0,0
51,M,electronics,38.61,9,3,0,0
71,M,atm,75.77,19,17,0,0
74,F,health,19.36,16,5,0,0
48,F,health,9.66,14,10,0,0
51,M,online,137.97,1,7,0,0
58,F,health,9.96,14,14,0,0
60,F,grocery,36.28,19,7,0,0
21,M,online,13.11,10,8,0,0
72,M,entertainment,101.51,15,2,0,0
48,M,fuel,84.46,7,3,1,0
47,M,clothing,56.39,18,8,0,0
19,M,online,79.06,16,4,0,0
19,F,clothing,61.32,19,3,0,0
72,F,fuel,16.2,12,14,0,0
39,F,entertainment,17.36,18,16,0,0
59,M,atm,37.07,10,13,1,0
18,F,travel,31.41,13,9,0,0
21,M,travel,195.08,7,4,0,0
21,M,fuel,150.77,8,2,0,0
25,F,entertainment,122.43,11,9,0,0
55,F,food,60.4,4,0,0,0
43,M,food,30.73,16,1,0,0
44,F,entertainment,45.84,17,3,0,0
79,F,entertainment,28.91,7,4,0,0
74,F,electronics,70.82,12,8,0,0
38,M,food,36.19,9,15,0,0
31,M,clothing,134.47,0,3,0,0
75,F,entertainment,19.84,5,4,0,0
63,M,entertainment,109.39,17,2,0,0
43,F,food,38.66,14,32,0,0
21,M,online,15.65,17,1,0,0
33,M,electronics,136.35,12,4,0,0
51,M,health,10.2,16,5,0,0
70,F,entertainment,57.33,23,0,0,0
30,F,grocery,19.27,15,25,0,0
19,F,health,131.22,10,7,0,0
18,M,health,23.8,10,12,1,0
61,M,grocery,31.39,13,7,0,0
30,F,travel,210.71,11,18,0,0
25,M,travel,30.81,22,3,0,0
51,F,grocery,53.2,15,6,0,0
30,M,atm,32.88,7,4,0,0
19,M,food,77.54,13,0,0,0
76,M,online,57.8,17,2,0,0
20,M,entertainment,41.14,8,10,0,0
50,M,clothing,18.99,16,10,0,0
54,F,entertainment,99.84,8,3,0,0
30,M,clothing,32.25,15,3,0,0
70,F,grocery,64.06,15,1,0,0
54,M,food,40.49,10,4,0,0
40,M,atm,36.63,7,12,0,0
78,M,health,29.94,8,3,0,0
46,M,grocery,47.89,10,5,0,0
53,F,grocery,80.47,9,2,1,0
62,M,electronics,20.26,8,0,0,0
31,F,health,19.22,4,7,1,0
48,F,online,200.0,12,0,0,1
29,F,food,137.91,16,0,0,0
78,M,grocery,39.18,10,9,0,0
31,M,food,30.48,10,1,0,0
54,M,online,72.76,14,0,0,0
39,M,food,48.57,13,2,0,0
59,F,travel,26.47,20,13,1,0
56,M,travel,10.63,0,25,0,0
46,F,clothing,15.82,22,10,0,0
47,F,clothing,70.81,2,4,0,0
66,F,health,5.9,10,6,0,0
69,M,clothing,153.62,15,7,1,0
32,F,online,17.81,11,9,0,0
32,F,atm,33.89,11,3,0,0
27,F,travel,6.59,15,10,0,0
29,M,food,30.08,20,2,0,0
72,F,health,22.18,7,7,0,0
60,F,food,21.35,14,5,0,0
50,M,fuel,152.74,17,2,0,0
71,M,entertainment,127.85,22,4,0,0
32,F,clothing,13.83,8,24,0,0
34,F,clothing,19.41,20,1,0,0
18,F,health,182.84,12,6,0,0
59,M,clothing,61.72,10,1,0,0
31,F,food,199.28,2,0,0,0
32,F,online,92.21,23,0,0,0
51,F,food,26.42,8,0,0,0
47,M,health,47.37,16,1,0,0
47,M,grocery,192.83,15,3,0,0
76,M,travel,45.04,11,6,0,0
41,F,entertainment,102.1,10,2,1,0
43,F,online,30.7,10,0,0,0
51,F,food,144.71,17,9,0,0
60,F,travel,174.3,7,1,0,0
52,F,food,29.74,10,1,0,0
78,M,food,80.54,6,7,0,0
36,F,grocery,75.4,21,4,0,0
41,F,atm,75.54,20,5,0,0
49,F,health,74.17,17,11,0,0
23,M,atm,24.25,2,4,0,0
66,F,grocery,98.13,16,12,0,0
76,F,health,31.36,15,4,0,0
44,F,online,28.1,17,2,0,0
48,M,grocery,98.6,16,9,0,0
62,M,clothing,60.46,17,12,0,0
56,M,online,43.71,0,1,0,0
38,M,clothing,68.93,16,4,0,0
30,M,health,2.86,11,1,0,1
38,M,clothing,53.86,16,35,0,0
37,F,entertainment,10.76,13,8,0,0
65,F,food,255.85,8,24,0,0
47,F,entertainment,126.02,10,0,0,0
20,F,travel,75.25,6,27,0,0
58,F,atm,91.46,6,6,0,0
65,F,fuel,6.04,17,28,0,0
75,F,food,6.25,8,0,0,0
23,M,grocery,33.98,6,3,1,0
56,M,food,6.23,15,6,0,0
50,F,clothing,49.56,8,11,0,0
48,M,electronics,143.97,15,1,0,0
19,F,grocery,27.58,7,2,0,0
43,M,food,226.07,13,7,0,0
40,M,clothing,40.38,19,22,0,0
76,M,health,62.82,12,5,0,0
73,F,online,39.79,20,1,0,0
77,M,food,5.8,8,4,0,0
59,M,grocery,64.5,8,5,0,0
71,F,clothing,104.81,20,3,0,0
21,M,electronics,24.96,19,7,0,0
27,M,online,210.05,18,1,0,0
48,F,electronics,16.2,6,0,0,0
54,M,travel,6.17,6,0,0,0
67,F,food,7.81,10,6,0,0
69,F,health,57.69,14,12,0,0
61,M,clothing,14.34,11,6,0,0
63,F,electronics,79.35,10,0,0,0
18,F,grocery,261.1,16,10,0,0
37,F,atm,6.51,7,3,0,0
27,F,electronics,79.59,6,7,0,0
70,F,health,32.92,12,5,0,0
49,F,travel,44.48,18,2,1,0
58,M,online,30.86,10,5,0,0
79,M,electronics,28.36,6,3,0,0
71,F,food,32.09,15,0,0,0
39,F,travel,154.78,13,7,0,0
49,M,clothing,58.58,11,9,0,0
19,M,grocery,35.92,21,6,1,0
19,F,health,19.27,13,32,0,0
33,M,entertainment,51.0,22,3,0,0
29,F,entertainment,338.08,19,2,0,0
64,F,grocery,12.63,7,13,0,0
52,M,grocery,57.19,8,2,0,0
28,F,grocery,55.11,17,0,0,0
75,F,health,15.7,9,3,0,0
23,M,grocery,24.55,16,1,0,0
57,M,grocery,13.38,13,5,0,0
47,F,grocery,9.29,7,3,0,0
78,M,health,123.53,6,3,0,0
21,M,travel,259.46,14,19,0,0
63,M,entertainment,46.48,17,0,0,0
23,F,health,15.71,22,11,0,0
61,M,food,29.81,6,2,1,0
73,F,fuel,105.47,14,10,0,0
77,M,online,12.43,10,0,0,0
69,F,electronics,42.9,6,0,0,0
23,M,electronics,754.46,16,0,1,1
56,F,grocery,50.42,6,13,0,0
29,F,fuel,56.83,16,3,0,0
47,F,fuel,26.87,11,13,0,0
48,F,electronics,116.25,13,9,0,0
42,M,grocery,20.46,16,5,0,0
77,M,clothing,19.18,14,5,0,0
67,M,electronics,239.13,16,2,0,0
74,M,online,109.06,11,1,0,0
62,M,online,16.14,11,2,0,0
77,M,grocery,37.18,11,16,0,0
66,M,fuel,18.37,7,31,0,0
23,M,fuel,30.57,17,7,0,0
70,F,fuel,135.97,11,14,0,0
43,M,clothing,37.78,19,9,0,0
57,M,grocery,159.37,13,2,0,0
76,F,electronics,54.55,11,4,0,0
38,M,entertainment,270.39,7,5,0,0
29,F,grocery,123.57,16,1,0,0
58,M,food,110.68,19,1,0,0
57,F,grocery,6.35,19,6,0,0
73,F,electronics,11.46,12,1,0,0
50,F,food,8.87,10,4,0,0
41,M,online,276.99,23,0,0,1
31,M,grocery,210.93,12,2,0,0
44,F,clothing,115.88,19,8,0,0
40,M,fuel,91.54,16,7,0,0
66,M,online,25.25,20,14,0,0
46,F,entertainment,25.32,17,28,0,0
79,F,clothing,13.41,17,2,0,0
73,M,health,9.88,15,6,0,0
67,M,travel,53.74,7,8,0,0
47,M,clothing,49.76,18,11,0,0
44,F,grocery,665.72,0,0,0,0
41,M,clothing,9.27,14,2,0,0
56,M,grocery,141.0,8,15,0,0
71,M,food,6.45,12,0,0,0
67,M,health,27.21,16,3,0,0
51,F,electronics,42.51,19,14,0,0
28,M,electronics,55.39,17,13,0,0
34,M,clothing,147.9,7,1,0,0
50,M,grocery,79.21,12,2,0,0
79,M,fuel,62.63,7,1,0,0
57,M,entertainment,131.85,13,1,1,0
75,M,health,88.17,17,11,0,0
20,F,clothing,25.03,8,5,0,0
66,F,electronics,39.18,19,15,0,0
42,M,clothing,58.35,11,3,0,0
49,M,online,7.83,14,15,0,0
38,M,fuel,4.13,14,5,0,0
57,F,health,59.92,5,11,0,0
58,M,grocery,12.86,13,6,0,0
51,F,food,13.7,18,5,0,0
41,F,clothing,9.56,13,7,0,0
24,M,fuel,26.44,11,12,0,0
34,F,travel,111.76,10,1,0,0
69,M,clothing,108.59,8,2,0,0
30,M,travel,193.49,10,0,0,0
64,M,health,29.85,6,8,0,0
60,F,atm,35.33,17,3,0,0
20,M,online,53.61,6,2,0,0
66,M,grocery,477.39,8,0,0,0
79,F,electronics,34.37,10,3,0,0
79,M,fuel,86.18,12,6,0,0
59,M,clothing,25.88,9,1,0,0
28,F,grocery,40.17,20,1,0,0
38,F,food,37.05,16,17,0,0
25,F,food,140.49,15,10,0,0
33,M,food,61.06,10,10,0,0
45,F,atm,274.51,22,2,0,0
54,F,electronics,41.09,14,9,0,0
69,M,entertainment,80.93,14,2,0,0
77,M,fuel,13.51,9,11,0,0
24,F,clothing,21.06,6,1,0,0
25,F,fuel,463.21,6,8,0,0
50,F,food,53.01,12,2,0,0
61,M,health,54.33,12,10,0,0
61,M,food,231.45,14,3,0,0
27,F,clothing,63.14,22,1,0,0
54,M,travel,30.13,18,3,0,0
46,F,electronics,31.98,10,10,1,0
31,M,clothing,25.66,22,15,0,0
78,M,clothing,22.17,11,4,0,0
76,F,online,13.42,11,12,0,0
34,F,online,17.67,20,0,0,0
74,F,entertainment,26.41,7,15,0,0
49,M,electronics,19.0,10,3,0,0
20,F,electronics,45.97,14,4,0,0
63,F,entertainment,14.59,7,3,0,0
76,F,online,67.8,13,7,0,0
52,M,clothing,22.34,6,2,1,0
57,F,clothing,25.72,14,1,0,0
66,M,grocery,98.49,8,14,0,0
27,M,food,47.5,13,2,0,0
22,M,online,9.38,15,18,0,0
60,M,health,37.78,17,0,0,0
61,M,grocery,36.68,8,6,0,0
30,F,entertainment,27.83,11,4,0,0
41,M,grocery,113.28,15,1,0,0
34,M,health,25.03,19,19,0,0
63,F,grocery,66.85,18,6,0,0
28,F,grocery,146.98,13,7,0,0
21,M,grocery,96.72,9,1,1,0
67,F,food,29.92,13,2,1,0
65,F,entertainment,23.92,9,5,0,0
55,F,health,23.9,7,4,0,0
48,F,atm,57.1,8,5,0,0
61,F,health,28.64,5,11,0,0
71,M,health,15.91,22,11,0,0
67,F,food,81.39,12,3,0,0
36,M,travel,35.49,13,15,0,0
59,M,food,44.97,12,8,0,0
20,M,food,7.79,9,2,0,0
45,F,grocery,123.28,9,5,0,0
65,M,online,68.09,15,13,0,0
78,F,grocery,73.65,16,2,0,0
64,F,fuel,44.88,7,22,0,0
70,M,fuel,35.11,15,0,1,0
33,M,fuel,293.42,9,9,0,0
47,F,travel,33.74,14,6,0,0
22,F,food,17.77,23,0,0,0
25,F,entertainment,14.08,11,10,0,0
42,M,grocery,23.16,5,6,0,0
34,F,travel,14.51,14,2,1,0
73,F,grocery,539.83,15,10,0,0
23,F,health,21.79,6,19,0,0
47,F,grocery,82.56,9,2,0,0
77,M,fuel,55.44,15,0,0,0
23,F,travel,8.13,11,8,0,0
28,F,entertainment,3.39,6,1,0,1
69,M,fuel,59.33,12,12,0,0
21,F,food,56.48,21,14,0,0
45,M,food,15.77,14,0,0,0
40,F,food,52.41,20,11,0,0
55,M,online,52.33,9,9,0,0
39,F,travel,69.48,17,7,0,0
54,M,online,44.04,18,8,0,0
59,M,fuel,291.94,17,3,0,0
75,F,clothing,13.62,17,2,0,0
58,F,entertainment,27.7,13,9,0,0
47,M,electronics,102.64,17,1,0,0
62,M,health,13.64,6,2,0,0
76,F,grocery,30.39,8,3,0,0
47,F,fuel,50.76,10,2,0,0
43,M,online,106.93,4,17,0,0
27,M,travel,78.55,19,13,0,0
37,M,grocery,11.84,14,3,0,0
69,M,clothing,189.98,9,0,0,0
31,F,food,40.63,17,2,0,0
38,M,travel,12.01,15,2,0,0
68,F,fuel,25.09,7,17,0,0
61,M,electronics,23.41,12,4,0,0
73,M,food,85.72,18,4,0,0
27,M,health,63.62,7,15,0,0
52,M,online,30.41,10,4,0,0
76,F,grocery,153.87,11,1,0,0
60,M,electronics,45.46,11,2,0,0
41,F,grocery,11.06,10,13,0,0
21,M,grocery,25.11,13,5,0,0
72,M,grocery,149.69,18,0,0,0
76,F,food,51.5,10,5,0,0
73,M,electronics,149.94,20,10,0,0
28,F,food,86.66,14,34,0,0
74,M,atm,109.15,6,2,0,0
52,M,travel,38.76,19,10,0,0
30,M,electronics,36.53,9,14,0,0
79,M,travel,257.71,15,2,0,0
51,F,food,81.45,1,22,0,0
43,F,electronics,78.39,8,5,0,0
47,F,fuel,133.25,18,4,0,0
20,F,entertainment,548.8,18,15,0,0
73,F,online,34.24,11,9,1,0
29,F,entertainment,688.07,9,6,0,0
55,F,clothing,12.09,16,9,0,0
58,F,atm,13.12,9,2,0,0
73,M,atm,3.67,16,25,0,0
50,F,online,80.29,9,4,0,0
34,F,grocery,25.26,0,0,0,0
42,F,grocery,153.84,8,9,0,0
49,M,food,88.6,17,18,0,0
57,F,fuel,21.07,8,33,0,0
41,F,health,27.9,10,6,0,0
22,M,grocery,29.44,15,3,0,0
51,M,food,58.0,16,5,0,0
37,M,entertainment,15.91,11,17,0,0
48,M,electronics,75.05,7,18,0,0
55,F,electronics,168.69,7,7,0,0
41,M,entertainment,151.27,5,3,0,0
30,F,grocery,31.77,18,14,0,0
25,F,atm,41.72,3,2,0,0
25,F,food,23.08,17,48,0,0
61,M,travel,8.79,13,3,0,0
52,F,entertainment,16.7,23,0,0,0
32,F,atm,13.85,16,8,0,0
34,F,atm,82.98,9,5,0,0
77,M,food,42.16,6,23,0,0
38,M,food,52.91,11,0,0,0
40,M,health,66.54,11,0,0,0
42,M,travel,79.01,11,0,0,0
49,M,health,235.73,12,17,0,0
40,F,electronics,92.72,5,0,0,0
25,F,online,6.19,16,4,0,0
73,F,atm,108.67,8,5,0,0
51,M,clothing,10.23,18,3,0,0
47,M,atm,41.44,9,8,0,0
79,F,health,89.75,16,1,0,0
56,M,fuel,31.11,13,8,0,0
56,M,grocery,21.32,12,0,0,0
34,F,online,39.89,11,5,0,0
28,F,online,61.59,8,0,0,0
61,F,travel,23.46,8,4,0,0
36,M,clothing,44.55,8,4,0,0
64,M,online,256.13,11,10,0,0
70,M,health,73.78,16,6,0,0
68,M,travel,9.54,7,18,0,0
37,F,grocery,14.44,3,7,0,0
52,M,travel,78.36,0,6,0,0
68,F,food,177.2,14,1,0,0
24,M,grocery,13.76,18,2,0,0
25,F,health,2.08,10,0,0,0
76,F,grocery,80.59,18,0,0,0
19,F,travel,45.16,7,14,0,0
31,F,food,33.97,14,2,0,0
23,M,health,17.1,7,0,0,0
25,M,electronics,16.98,14,7,0,0
62,M,food,36.3,4,1,0,0
59,M,fuel,48.74,9,4,0,0
61,F,food,34.23,7,1,0,0
39,M,health,63.78,8,17,0,0
77,F,electronics,6.62,15,15,0,0
35,F,grocery,14.86,17,1,0,0
27,M,health,81.06,12,28,0,0
19,M,electronics,37.73,10,6,0,0
67,M,entertainment,53.57,17,2,0,0
46,M,electronics,110.58,11,1,0,0
47,M,food,26.33,15,1,0,0
57,M,clothing,14.19,9,0,0,0
22,F,entertainment,17.81,7,2,0,0
37,F,online,66.55,16,7,0,0
33,M,electronics,98.04,10,12,0,0
29,M,online,135.6,12,0,0,0
31,F,travel,175.45,12,6,0,0
25,M,fuel,468.04,7,4,1,0
30,F,grocery,47.57,16,4,0,0
50,F,clothing,25.85,3,2,0,0
49,M,grocery,10.04,12,1,0,0
62,M,entertainment,607.86,10,1,0,0
48,F,fuel,78.54,23,9,0,0
58,M,online,29.0,8,3,0,0
28,F,grocery,66.41,16,8,0,0
54,F,clothing,65.83,11,1,0,0
30,F,health,46.69,14,7,0,0
28,M,food,135.54,20,3,0,0
22,M,health,33.03,14,0,0,0
35,M,food,21.68,7,9,0,0
72,F,health,31.67,12,0,0,0
26,M,clothing,27.29,15,4,0,0
39,M,clothing,14.15,17,2,0,0
62,M,grocery,59.9,10,4,1,0
22,F,online,57.43,12,15,1,0
70,F,online,58.47,9,9,0,0
32,M,fuel,15.81,17,26,0,0
77,F,atm,114.47,10,1,0,0
25,M,food,98.41,10,8,0,0
70,M,online,168.25,11,0,0,0
42,F,online,130.73,2,1,0,0
61,M,atm,18.86,11,2,0,0
30,F,health,201.48,18,2,0,0
50,M,entertainment,27.67,5,8,0,0
75,F,grocery,41.42,7,1,1,0
20,M,food,30.49,14,0,0,0
48,F,electronics,59.41,11,1,0,0
62,M,food,55.55,9,12,0,0
71,F,entertainment,24.3,5,5,0,0
36,M,health,5.62,13,6,0,0
36,F,travel,28.55,1,2,0,0
76,M,health,7.82,10,16,0,0
78,F,food,43.98,6,29,0,0
33,F,online,126.61,12,5,0,0
38,F,food,103.33,14,3,0,0
68,M,electronics,13.39,18,7,0,0
52,F,entertainment,62.31,15,2,0,0
26,F,atm,120.4,21,14,0,0
70,F,atm,34.19,10,5,0,0
43,M,electronics,54.61,13,1,0,0
41,F,health,2.35,17,37,0,0
55,M,health,144.33,7,4,0,0
36,F,grocery,34.59,5,1,0,0
65,M,entertainment,12.85,15,23,0,0
78,F,health,74.71,14,4,1,0
18,F,travel,66.22,19,7,0,0
50,F,grocery,14.25,17,11,0,0
22,M,fuel,16.61,21,0,0,0
40,F,entertainment,186.56,13,0,0,0
18,F,grocery,38.5,17,0,0,0
22,F,food,357.12,6,2,0,0
28,M,electronics,64.74,9,12,0,0
41,F,entertainment,54.7,21,7,1,0
58,F,grocery,126.68,6,9,0,0
40,M,clothing,57.16,6,5,0,0
52,M,online,42.21,12,9,0,0
74,M,atm,495.58,11,10,0,0
20,M,health,21.11,14,9,0,0
44,M,clothing,95.75,7,9,0,0
69,M,food,103.65,6,9,1,0
27,F,electronics,753.12,15,1,0,0
75,M,online,112.05,20,25,0,0
25,M,food,171.97,16,2,0,0
74,F,online,43.65,9,12,1,0
71,M,clothing,88.45,11,5,0,0
60,M,grocery,23.89,10,16,0,0
79,M,online,29.35,21,0,0,0
79,M,clothing,44.18,7,1,0,0
75,F,grocery,96.63,22,7,0,0
64,F,entertainment,79.21,16,0,0,0
73,F,clothing,24.21,20,5,0,0
34,M,grocery,49.08,10,2,0,0
47,M,grocery,81.15,19,17,0,0
55,F,food,11.03,1,0,0,0
38,M,online,89.78,18,15,0,0
42,F,food,61.75,13,5,0,0
26,F,clothing,46.61,10,4,0,0
59,M,atm,9.83,17,2,0,0
73,F,fuel,36.63,10,2,0,0
70,F,fuel,194.07,18,12,0,0
64,M,grocery,119.95,15,9,0,0
50,M,food,32.98,12,3,0,0
25,F,food,108.7,15,1,0,0
44,F,fuel,279.09,20,0,0,0
41,F,entertainment,39.66,14,4,0,0
38,M,travel,48.46,13,17,0,0
79,F,grocery,22.76,8,4,0,0
35,F,online,7.1,10,3,0,0
28,M,health,37.07,17,4,0,0
49,M,health,144.97,19,2,0,0
75,F,grocery,25.97,15,2,0,0
49,F,clothing,45.01,8,2,0,0
68,M,entertainment,72.36,15,3,0,0
55,M,fuel,24.59,14,11,0,0
69,F,health,79.11,8,8,0,0
72,M,grocery,28.93,14,0,0,0
70,F,entertainment,33.49,9,9,0,0
64,M,food,21.16,13,2,0,0
58,M,food,122.61,13,2,0,0
18,M,travel,151.89,8,12,0,0
57,F,travel,14.42,8,1,0,0
37,M,clothing,346.48,22,0,1,0
53,M,grocery,32.74,9,17,0,0
60,F,food,7.78,23,1,0,0
65,M,electronics,83.48,11,6,0,0
32,M,online,26.32,9,18,0,0
55,M,grocery,75.43,16,8,0,0
43,F,travel,228.12,8,0,0,0
32,M,food,45.91,1,2,0,0
69,F,clothing,55.12,1,9,0,0
70,M,clothing,19.34,8,4,0,0
78,F,fuel,32.35,17,2,0,0
37,M,grocery,43.57,10,1,0,0
40,M,fuel,518.25,13,0,0,0
56,M,fuel,197.51,14,3,0,0
74,M,entertainment,51.81,18,6,0,0
79,M,travel,346.77,14,4,0,0
60,M,grocery,37.7,13,3,0,0
69,F,online,40.2,7,3,0,0
45,M,health,214.0,15,2,0,0
46,F,health,40.43,16,6,0,0
55,M,health,276.63,20,13,0,0
19,F,entertainment,119.11,15,6,0,0
58,M,health,52.23,15,8,0,0
45,M,grocery,36.25,19,1,0,0
26,M,electronics,25.72,3,25,0,0
40,F,health,465.69,10,1,0,0
53,F,fuel,35.14,7,5,0,0
79,F,health,56.13,21,31,0,0
51,M,grocery,49.29,11,8,0,0
60,F,travel,117.39,5,14,0,0
36,F,grocery,37.5,14,3,0,0
24,F,food,129.88,7,3,0,0
45,M,fuel,63.28,8,4,0,0
70,F,fuel,61.79,11,0,0,0
45,F,food,49.66,11,2,0,0
74,F,clothing,43.63,20,2,0,0
37,F,grocery,158.01,8,8,0,0
68,F,grocery,22.52,13,6,0,0
67,M,food,101.55,13,1,0,0
51,F,food,40.59,17,3,0,0
72,F,grocery,115.5,11,5,0,0
43,F,clothing,98.27,9,9,0,0
34,F,grocery,156.82,16,16,0,0
56,F,food,52.53,19,4,0,0
51,M,grocery,73.64,11,5,0,0
48,F,clothing,25.99,21,2,1,0
43,M,electronics,10.46,11,0,0,0
64,M,grocery,75.01,20,3,0,0
63,F,grocery,124.39,15,11,0,0
74,M,entertainment,37.9,5,27,0,0
53,M,entertainment,7.87,15,0,0,0
56,M,atm,110.21,12,9,0,0
44,M,clothing,25.63,9,0,0,0
64,M,grocery,232.11,15,1,0,0
76,M,food,31.24,13,12,0,0
29,F,clothing,49.58,21,2,0,0
20,F,atm,20.94,11,6,0,0
30,F,travel,38.48,12,24,0,0
42,F,grocery,8.2,12,2,0,0
28,F,entertainment,30.63,12,7,0,0
23,M,grocery,46.59,12,3,1,0
19,F,online,21.73,17,5,0,0
42,M,fuel,24.11,14,4,0,0
39,F,clothing,165.77,10,15,0,0
36,M,grocery,16.27,8,17,0,0
30,F,grocery,36.74,19,8,0,0
61,M,food,19.7,20,8,0,0
30,F,grocery,35.32,18,14,0,0
34,M,travel,68.73,20,5,0,0
74,F,electronics,51.93,21,0,1,0
68,M,electronics,50.97,17,3,0,0
51,F,grocery,20.87,9,4,0,0
26,M,clothing,45.8,3,8,0,0
72,F,fuel,19.61,9,2,0,0
53,M,clothing,51.12,13,19,1,0
46,M,grocery,83.32,15,7,0,0
24,M,online,117.48,20,0,0,0
76,M,electronics,25.23,14,1,0,0
18,F,travel,28.92,20,3,0,0
74,F,grocery,16.42,14,2,0,0
77,M,grocery,33.44,15,0,0,0
51,F,food,52.29,22,1,0,0
27,F,health,7.58,9,4,0,0
22,M,food,6.4,18,31,0,0
24,M,grocery,73.38,16,5,0,0
25,F,travel,60.87,16,4,0,0
38,F,food,13.67,23,0,0,0
66,F,health,30.81,4,7,0,0
26,F,entertainment,47.48,20,1,0,0
79,M,clothing,28.57,12,2,0,0
74,F,fuel,51.59,12,12,0,0
72,F,travel,76.56,16,0,0,0
73,M,food,39.6,1,2,0,0
24,F,online,36.7,13,4,0,0
63,M,electronics,77.8,8,10,0,0
71,F,health,62.62,21,23,0,0
41,F,atm,42.23,10,9,0,0
75,F,health,31.6,9,18,0,0
34,M,grocery,86.61,12,4,0,0
27,F,electronics,48.04,7,1,0,0
76,M,online,50.15,14,9,0,0
49,M,grocery,31.02,0,15,0,0
60,F,electronics,15.54,16,9,0,0
34,F,grocery,32.62,16,11,0,0
35,F,entertainment,44.11,18,4,0,0
60,F,health,48.38,8,3,0,0
45,M,grocery,51.85,14,9,0,0
19,F,grocery,39.63,14,3,0,0
49,F,travel,26.94,16,9,0,0
71,M,entertainment,12.97,12,14,0,0
69,M,travel,27.85,14,1,0,0
35,M,fuel,76.73,9,1,0,0
25,M,fuel,134.48,10,1,0,0
26,F,electronics,8.47,14,0,0,0
63,M,food,16.38,13,2,0,0
36,F,online,23.72,21,6,0,0
66,F,food,12.98,4,8,0,0
54,F,food,46.51,9,1,0,0
47,M,fuel,32.8,11,1,0,0
72,M,fuel,30.36,21,1,0,0
48,M,entertainment,129.02,11,18,0,0
19,M,grocery,31.52,8,2,0,0
34,F,fuel,80.71,11,9,0,0
39,F,atm,243.62,10,11,0,0
43,F,grocery,170.44,11,8,0,0
37,F,online,133.82,15,6,0,0
18,F,entertainment,85.93,15,11,0,0
35,F,travel,39.63,20,19,0,0
23,F,health,143.79,10,11,0,0
30,F,food,117.91,19,4,0,0
68,F,food,16.0,16,2,0,0
42,M,online,14.6,4,5,0,0
42,M,fuel,66.84,15,4,0,0
65,M,travel,32.93,11,9,0,0
79,F,electronics,41.87,20,10,0,0
24,M,online,17.02,12,3,1,0
44,M,grocery,35.49,11,7,0,0
57,M,travel,163.63,9,3,0,0
51,M,online,15.67,12,22,0,0
35,F,food,8.97,14,1,0,0
34,M,atm,2.74,12,0,0,0
28,F,atm,82.23,12,4,0,0
29,F,electronics,33.58,11,1,0,0
43,M,online,32.76,9,10,0,0
48,M,clothing,24.35,9,7,0,0
25,F,online,4.5,12,1,0,0
71,F,travel,84.75,10,1,0,0
71,M,electronics,26.22,8,1,0,0
19,M,health,455.87,11,6,0,0
61,M,food,11.18,8,7,0,0
50,M,grocery,37.54,8,7,0,0
41,M,travel,26.99,12,2,0,0
62,F,fuel,24.05,15,1,0,0
57,F,travel,243.83,13,1,0,0
72,M,travel,54.84,20,0,0,0
26,M,grocery,5.49,23,7,0,0
55,F,travel,80.88,16,3,0,0
41,F,online,239.16,1,5,0,0
61,M,electronics,1.82,11,3,0,0
75,F,food,74.07,15,0,0,0
66,F,health,226.99,11,0,0,0
59,F,grocery,23.41,10,8,0,0
23,M,health,83.15,9,3,0,0
67,M,food,67.24,17,2,0,0
79,F,electronics,33.52,8,3,0,0
69,M,fuel,81.28,13,1,0,0
19,F,grocery,27.16,7,2,0,0
25,M,food,22.92,12,0,0,0
21,F,clothing,323.87,20,5,0,0
